Gamma Ray,Resistivity,Neutron Porosity,Density,Sonic P,Sonic S,Depth,Facies
105.8796,64.227,0.0402,2.4852,67.67854651,123.7497207,7406,
112.984,67.7294,0.0381,2.4939,67.5194735,123.4535033,7406.5,
117.5232,67.7234,0.0451,2.4905,67.59165741,123.5845069,7407,
116.7332,71.1378,0.0416,2.4802,67.39151718,123.2132836,7407.5,
115.5381,71.3066,0.0392,2.4716,67.35711816,123.1489646,7408,
114.8211,59.9777,0.0405,2.4667,67.95242873,124.2472261,7408.5,
120.3477,43.0897,0.0421,2.4701,69.30283815,126.7379186,7409,
131.5333,32.1218,0.048,2.4869,70.78007406,129.4627057,7409.5,
132.5052,25.895,0.0544,2.502,71.8960858,131.5291158,7410,
126.6329,22.562,0.0582,2.506,72.48653368,132.6338634,7410.5,
126.9706,24.8474,0.0618,2.5006,72.18453045,132.070772,7411,
129.9938,29.8832,0.0558,2.4949,71.26825279,130.3689446,7411.5,
124.5221,31.853,0.0512,2.4958,70.82914599,129.5634941,7412,
108.9679,30.7438,0.0496,2.4986,70.73427397,129.4211504,7412.5,
98.7079,29.5253,0.051,2.5002,70.70487656,129.4163857,7413,
97.7193,27.5338,0.0568,2.4983,71.06690401,130.0995567,7413.5,
103.4782,27.1528,0.0591,2.5031,71.29460971,130.5046665,7414,
120.7415,28.5676,0.0581,2.5125,71.40306751,130.6505733,7414.5,
134.7147,32.2479,0.0575,2.5159,71.05420279,129.9800943,7415,
127.4375,37.4445,0.0476,2.5161,70.10711863,128.2370832,7415.5,
105.1188,38.5682,0.0378,2.509,69.54181922,127.2279886,7416,
92.0636,35.6475,0.0381,2.4907,69.67932013,127.5009719,7416.5,
98.4128,28.772,0.0462,2.483,70.77342869,129.5020303,7417,
109.6781,20.6034,0.0552,2.4963,72.43175388,132.5684162,7417.5,
115.6279,19.3859,0.0754,2.5111,73.3180947,134.2388405,7418,
124.6916,19.7933,0.0708,2.5209,73.31993896,134.2144694,7418.5,
131.787,20.4096,0.0742,2.5243,73.46261831,134.4585566,7419,
127.672,22.7877,0.0708,2.5219,72.81288162,133.2631882,7419.5,
117.1675,21.9884,0.0645,2.5207,72.53356231,132.7874805,7420,
97.9998,21.9075,0.0619,2.5165,71.81127275,131.5972257,7420.5,
76.5778,26.1308,0.0518,2.5029,70.15081901,128.6785622,7421,
76.1042,28.0446,0.0519,2.493,70.13933558,128.5618771,7421.5,
99.4721,24.3375,0.0596,2.5009,71.62556953,131.1441736,7422,
120.9188,21.143,0.0773,2.5144,73.16375444,133.9325327,7422.5,
121.6763,20.9247,0.0817,2.5165,73.34751131,134.2790513,7423,
112.5206,23.1226,0.0708,2.5122,72.40284928,132.5535086,7423.5,
115.4899,22.4101,0.0653,2.5104,72.47566897,132.6621107,7424,
123.859,18.1446,0.0696,2.5146,73.60931228,134.740373,7424.5,
122.8568,15.5423,0.086,2.5204,74.66044607,136.7292053,7425,
120.6966,13.7865,0.0945,2.514,75.3362555,137.9896525,7425.5,
123.7714,13.304,0.0999,2.5046,75.81077956,138.8240544,7426,
132.2459,12.6597,0.0971,2.508,76.11751319,139.3570788,7426.5,
144.2531,11.1705,0.0999,2.5175,76.98658833,140.9405971,7427,
146.5681,11.3406,0.1094,2.5236,77.44818811,141.8010454,7427.5,
139.4783,11.5284,0.1095,2.5284,77.17785772,141.344117,7428,
128.683,12.3435,0.0959,2.5377,75.91128505,139.0966658,7428.5,
119.1941,12.3642,0.0927,2.5478,75.07665947,137.7495502,7429,
115.5347,11.6459,0.0992,2.5532,74.95539785,137.7139476,7429.5,
112.5004,12.4601,0.0958,2.5538,74.36365898,136.6753279,7430,
107.6481,12.9546,0.0847,2.5483,73.7497014,135.5121404,7430.5,
107.5382,14.2742,0.0795,2.5375,73.69920321,135.2440783,7431,
111.2088,16.6127,0.0739,2.5301,73.47486817,134.665051,7431.5,
114.9175,18.1383,0.0755,2.5341,73.34092253,134.3925105,7432,
116.7849,18.2266,0.0758,2.5465,73.23502477,134.2551398,7432.5,
114.2712,17.1163,0.0743,2.5523,73.134984,134.1634,7433,
112.7047,15.2788,0.072,2.5377,73.65250629,135.0292072,7433.5,
111.7373,15.5516,0.0825,2.5165,74.13793419,135.8342367,7434,
116.6748,16.0227,0.0778,2.5142,74.10631002,135.711828,7434.5,
129.4944,15.3658,0.0741,2.5234,74.49031872,136.3712934,7435,
136.243,18.8586,0.0764,2.5235,73.9542645,135.3539718,7435.5,
138.5615,24.4294,0.0637,2.5172,72.50636605,132.660245,7436,
144.3934,26.46,0.0651,2.5173,72.26839361,132.2134938,7436.5,
145.456,23.5434,0.0694,2.5179,72.93534889,133.4447871,7437,
139.632,19.2824,0.0717,2.5069,73.74289134,134.9370181,7437.5,
141.4454,20.027,0.0778,2.4956,73.78162175,135.0007598,7438,
157.5642,21.7637,0.0791,2.5013,73.70431477,134.8488355,7438.5,
173.7075,20.2763,0.0825,2.5159,74.43073682,136.1847678,7439,
179.1747,19.0093,0.0912,2.5189,75.15459045,137.5182823,7439.5,
179.949,19.7354,0.0865,2.5179,74.80225321,136.8682454,7440,
183.449,21.8986,0.0867,2.5227,74.37775874,136.0855215,7440.5,
185.1446,22.1263,0.0899,2.5208,74.45544451,136.228246,7441,
183.1696,20.4954,0.0909,2.5168,74.82750008,136.914041,7441.5,
177.8965,19.8184,0.0932,2.5237,75.04007444,137.3085317,7442,
175.5704,18.478,0.0914,2.5417,75.35520359,137.8954289,7442.5,
177.1627,16.3093,0.0867,2.5601,75.83531368,138.787234,7443,
178.9828,14.6738,0.092,2.5629,76.55820838,140.1215874,7443.5,
186.3667,14.1031,0.0981,2.5483,77.0643213,141.0427297,7444,
187.3429,14.3036,0.1007,2.5258,77.00592696,140.9298065,7444.5,
172.4115,14.4253,0.094,2.5114,76.32521718,139.6775913,7445,
156.6159,13.8762,0.0874,2.5219,75.96588291,139.0307207,7445.5,
152.4752,14.0833,0.0796,2.5417,75.57167421,138.3261321,7446,
152.9364,14.6393,0.072,2.5566,75.16837987,137.596714,7446.5,
157.3173,11.7396,0.0772,2.569,76.24611329,139.6013513,7447,
164.9008,10.5613,0.0825,2.5699,77.02081407,141.0105962,7447.5,
167.0273,9.9537,0.0885,2.561,77.51505509,141.9080204,7448,
164.3139,9.5877,0.091,2.5562,77.66430694,142.1862949,7448.5,
158.8569,9.965,0.0916,2.5599,77.43426249,141.7853368,7449,
156.7753,10.6012,0.091,2.5698,77.14610696,141.2848636,7449.5,
157.1096,9.2404,0.0892,2.5795,77.45841373,141.894084,7450,
148.8124,9.0505,0.1002,2.5756,77.64667173,142.3243645,7450.5,
138.9127,11.2223,0.0746,2.5625,75.66073187,138.6138763,7451,
133.9169,12.5813,0.0664,2.5541,74.89430432,137.1823552,7451.5,
125.8373,13.6178,0.0664,2.5461,74.39168972,136.2843648,7452,
119.983,14.1894,0.0616,2.5417,73.91273345,135.4209456,7452.5,
121.9691,13.1075,0.0614,2.5573,74.01932026,135.6971534,7453,
128.5046,11.2029,0.0731,2.5795,74.71431854,137.1339804,7453.5,
131.1575,10.7987,0.0831,2.5783,75.33260888,138.2648412,7454,
123.0431,12.9331,0.0706,2.5598,74.32616455,136.3027735,7454.5,
110.9979,18.5053,0.0531,2.5399,72.47107002,132.7995126,7455,
108.1744,25.4045,0.0445,2.5173,71.29682584,130.5082305,7455.5,
115.3384,28.9662,0.0402,2.4973,70.87911007,129.6684866,7456,
120.3813,27.4352,0.0414,2.4955,71.18491565,130.2243055,7456.5,
119.497,24.9,0.0478,2.5071,71.7093398,131.2097514,7457,
117.2887,24.9528,0.0479,2.5128,71.65891497,131.1313905,7457.5,
105.2984,26.2032,0.0466,2.5136,71.16853583,130.2776449,7458,
82.4736,27.8768,0.0315,2.515,69.84157375,128.0101283,7458.5,
67.5096,33.9811,0.0244,2.5169,68.278567,125.3172287,7459,
75.8091,46.7085,0.016,2.5177,67.91923309,124.3768263,7459.5,
89.945,52.2805,0.0157,2.5192,67.94245421,124.3041243,7460,
84.516,51.2898,0.0217,2.5224,67.89788966,124.273325,7460.5,
71.9623,55.5357,0.0188,2.5149,67.39966009,123.3976789,7461,
71.5079,62.5025,0.0158,2.5033,67.21234832,122.9779621,7461.5,
85.9635,44.1992,0.014,2.5126,68.41327668,125.1967376,7462,
104.4478,27.2235,0.0245,2.5266,70.52051444,129.0906858,7462.5,
127.7383,23.3492,0.0359,2.5336,71.79928103,131.3843572,7463,
161.4861,19.5095,0.0451,2.5459,73.28382805,134.0814615,7463.5,
164.9368,14.9615,0.0618,2.547,74.91587318,137.0928174,7464,
132.1304,15.7702,0.0542,2.5326,73.79841788,135.0828984,7464.5,
107.6909,24.6347,0.0349,2.511,71.22628939,130.3547086,7465,
103.2448,42.8306,0.0268,2.4916,68.98943538,126.1817181,7465.5,
102.6511,54.5244,0.0252,2.4869,68.0915943,124.5157296,7466,
106.186,55.2812,0.0293,2.4885,68.10618193,124.5407336,7466.5,
111.5061,51.272,0.0333,2.4933,68.46055526,125.194272,7467,
113.7516,48.5894,0.0378,2.4964,68.7381857,125.7078535,7467.5,
111.5858,45,0.0396,2.4896,69.04620884,126.2767617,7468,
92.6741,43.0969,0.0366,2.4802,68.98734695,126.1914433,7468.5,
82.036,49.4108,0.0219,2.4855,68.19764471,124.7516439,7469,
98.139,52.425,0.0199,2.5026,68.12917305,124.6019523,7469.5,
113.6405,54.8756,0.0262,2.5047,68.15166206,124.6248446,7470,
111.2346,61.3189,0.0211,2.493,67.70523487,123.7961863,7470.5,
97.2805,65.7059,0.0127,2.4856,67.35959563,123.1625162,7471,
85.2756,65.6554,0.0096,2.4847,67.27576811,123.0183548,7471.5,
89.7889,54.9604,0.0166,2.4864,67.89036897,124.1576603,7472,
114.0557,45.1069,0.0293,2.4952,68.92093042,126.0436118,7472.5,
137.5549,39.2586,0.0451,2.5089,69.94025013,127.9153705,7473,
141.726,36.5251,0.0463,2.5058,70.31136785,128.5972188,7473.5,
132.5332,35.6484,0.0408,2.488,70.20016977,128.3919061,7474,
131.934,36.8544,0.0338,2.4829,69.91761297,127.8694472,7474.5,
140.8338,34.6089,0.0407,2.4891,70.39337412,128.7452743,7475,
147.5691,30.4124,0.0469,2.4905,71.14780479,130.134872,7475.5,
153.071,31.4028,0.0402,2.4904,70.90453629,129.6848713,7476,
147.9158,32.6802,0.0422,2.4957,70.74681885,129.3959372,7476.5,
130.8421,35.1565,0.0361,2.5036,70.18525335,128.3694966,7477,
125.1236,35.7273,0.0335,2.5168,70.03024713,128.0955012,7477.5,
133.4007,36.0001,0.0351,2.5323,70.12511844,128.2702985,7478,
136.5338,40.9293,0.0304,2.5301,69.53554825,127.1747001,7478.5,
134.7484,49.2945,0.0261,2.5155,68.69024214,125.6096171,7479,
142.3589,57.5569,0.0245,2.5111,68.10999873,124.5358676,7479.5,
152.9902,60.706,0.0355,2.5117,68.06368277,124.4491339,7480,
148.3714,61.3193,0.036,2.4989,67.99627469,124.3246876,7480.5,
124.8767,63.4467,0.0319,2.4769,67.72460735,123.8254023,7481,
99.6629,65.6846,0.0232,2.4629,67.43944673,123.3037006,7481.5,
85.5876,59.8096,0.0225,2.4589,67.65892972,123.7172612,7482,
78.5629,47.2567,0.0275,2.4631,68.41676164,125.1408832,7482.5,
82.3805,36.4429,0.0261,2.4781,69.30527496,126.8099005,7483,
90.7944,27.6841,0.0379,2.4917,70.55893519,129.1543894,7483.5,
90.9269,23.8892,0.0373,2.4959,71.02381104,130.03831,7484,
88.9788,21.5576,0.0381,2.4982,71.27845598,130.5464061,7484.5,
89.3154,19.7622,0.0441,2.4996,71.65482733,131.2699934,7485,
88.4143,21.3351,0.0387,2.4954,71.33145435,130.6387366,7485.5,
81.6893,22.9777,0.0378,2.4863,70.9343612,129.9140969,7486,
72.8118,26.8063,0.032,2.4756,70.16409404,128.4901159,7486.5,
67.7285,30.0372,0.0318,2.4752,69.62597325,127.5260476,7487,
70.508,33.5215,0.0309,2.4774,69.34871149,126.9775215,7487.5,
81.0272,33.0272,0.0385,2.4691,69.83798703,127.8001177,7488,
86.2654,30.5255,0.0392,2.4635,70.25213316,128.5387394,7488.5,
88.4851,27.9252,0.0437,2.4631,70.70042726,129.3658683,7489,
90.4409,24.3285,0.0489,2.4726,71.31660486,130.5266092,7489.5,
92.0771,21.1514,0.0502,2.4865,71.79730374,131.4567328,7490,
91.4173,26.0085,0.0419,2.4795,70.93123512,129.8153212,7490.5,
82.6487,36.6835,0.0339,2.4603,69.44804417,127.0477146,7491,
70.186,40.6816,0.0326,2.4463,68.91834105,126.0787112,7491.5,
60.6577,36.2536,0.0274,2.4437,69.0813519,126.4172191,7492,
64.3978,29.21,0.0298,2.4609,69.74618675,127.7093015,7492.5,
86.9712,20.5125,0.051,2.4857,71.74576899,131.4034118,7493,
114.3833,15.2314,0.0657,2.4958,73.89185976,135.2631111,7493.5,
121.958,14.7019,0.0753,2.5002,74.5142492,136.4003431,7494,
117.3448,15.0109,0.0744,2.4998,74.29499266,136.0124504,7494.5,
117.5154,15.1159,0.0812,2.4905,74.51966182,136.4129582,7495,
114.6213,17.288,0.0798,2.4901,73.91910291,135.3102097,7495.5,
111.1224,19.6016,0.0707,2.4917,73.08383922,133.7733027,7496,
117.1529,21.5757,0.0767,2.4884,73.01255921,133.6169513,7496.5,
132.7464,23.0131,0.0731,2.4959,72.90728652,133.396342,7497,
147.7744,24.1411,0.0739,2.5113,72.96976918,133.5032109,7497.5,
146.8969,24.644,0.0774,2.5217,72.99478339,133.5566699,7498,
136.1578,23.4529,0.0737,2.5162,72.9324264,133.4539827,7498.5,
133.3311,21.4966,0.0793,2.5042,73.41895166,134.349083,7499,
140.9673,19.6423,0.0862,2.5061,74.17558449,135.7369531,7499.5,
149.7764,16.9419,0.0946,2.5106,75.29360944,137.7932736,7500,
148.7798,15.3062,0.1029,2.5141,76.04992746,139.1962433,7500.5,
146.402,15.7098,0.1062,2.5211,76.04624506,139.2040353,7501,
156.8516,16.9882,0.1065,2.5285,75.96553333,139.0394526,7501.5,
168.5377,18.3451,0.1036,2.5391,75.75268085,138.6360235,7502,
170.1256,19.9824,0.1046,2.541,75.40758669,137.9986472,7502.5,
165.5135,23.7568,0.0981,2.5205,74.11238845,135.603815,7503,
154.4804,29.1109,0.0887,2.4863,72.47952656,132.5894881,7503.5,
139.2415,34.4688,0.0839,2.4645,71.26207762,130.3460273,7504,
130.3114,32.8619,0.0805,2.4711,71.35257234,130.5182332,7504.5,
136.1926,26.9846,0.0811,2.4909,72.44449541,132.5364061,7505,
146.4626,23.007,0.0859,2.501,73.51769399,134.5126569,7505.5,
145.9453,18.5936,0.0877,2.5046,74.54622867,136.4135251,7506,
143.554,16.4693,0.0846,2.5159,74.92486645,137.1244417,7506.5,
144.0803,13.6598,0.089,2.5304,75.84371999,138.8421986,7507,
139.3448,13.6598,0.0895,2.5399,75.72362819,138.6621185,7507.5,
125.0271,14.4325,0.0845,2.5358,74.84540705,137.117733,7508,
110.5142,17.5173,0.0784,2.5157,73.56225165,134.7592584,7508.5,
106.461,20.4999,0.0722,2.4969,72.81273715,133.3094658,7509,
106.1086,22.5989,0.0683,2.4793,72.37649168,132.4556423,7509.5,
103.0361,24.0605,0.0623,2.464,71.926555,131.6063864,7510,
100.3563,21.4997,0.0559,2.4804,72.12266743,132.0018159,7510.5,
100.2273,17.6428,0.0577,2.5211,72.47262526,132.8373514,7511,
103.9416,17.8087,0.0658,2.5401,72.42091968,132.8732151,7511.5,
116.8465,20.3417,0.0723,2.5209,73.03102988,133.7251945,7512,
125.8351,22.0752,0.069,2.4852,72.836908,133.2678667,7512.5,
115.3036,20.148,0.063,2.4743,72.83940578,133.2796199,7513,
99.6292,17.322,0.0561,2.4867,72.82350425,133.3252097,7513.5,
93.5392,16.7113,0.0642,2.4852,72.95699593,133.6260397,7514,
107.3913,15.8664,0.075,2.4907,73.86939477,135.2531341,7514.5,
140.1123,15.1592,0.0859,2.5124,75.21645435,137.6674147,7515,
162.7834,17.4965,0.1093,2.5055,75.95630317,139.0025601,7515.5,
162.4534,18.2486,0.1078,2.4819,75.5649793,138.2752302,7516,
159.7008,16.5854,0.1036,2.4844,75.79493771,138.7004634,7516.5,
165.3777,14.5735,0.1215,2.4987,77.34991439,141.569688,7517,
169.6969,15.3986,0.1359,2.5009,77.89980969,142.5829779,7517.5,
170.1481,20.2662,0.1266,2.4908,75.99213321,139.0625097,7518,
173.886,27.2992,0.1275,2.4705,74.2431224,135.8357075,7518.5,
178.7225,35.896,0.1249,2.454,72.42231182,132.4791373,7519,
171.709,47.8852,0.1215,2.4484,70.4593759,128.8620479,7519.5,
160.5636,51.6789,0.1173,2.4516,69.86500923,127.7672952,7520,
157.8773,47.6041,0.1075,2.4693,70.18050252,128.3496082,7520.5,
161.6657,42.9491,0.1186,2.4949,71.12097776,130.0852329,7521,
172.1354,37.2717,0.1194,2.5057,72.16410857,132.0070127,7521.5,
183.0731,32.9275,0.126,2.4972,73.24156457,133.9903295,7522,
184.5835,30.1457,0.1226,2.4916,73.69074964,134.8175659,7522.5,
196.4515,24.6928,0.1279,2.4973,75.32603751,137.8303525,7523,
218.6591,20.6383,0.1339,2.5005,77.05610166,141.0172418,7523.5,
225.1968,18.7739,0.1363,2.4958,77.82070002,142.4258903,7524,
212.4312,16.2474,0.1298,2.4956,78.0668017,142.8797851,7524.5,
183.522,12.3488,0.1266,2.5048,78.7114448,144.072705,7525,
157.6988,9.5699,0.12,2.518,78.82309956,144.3083679,7525.5,
146.6118,8.3308,0.1166,2.5283,78.77975944,144.2872431,7526,
148.2042,6.7667,0.1217,2.5349,79.89464314,146.723275,7526.5,
151.6469,5.9299,0.1236,2.5555,81.69038942,152.0048671,7527,
140.7362,6.5741,0.1054,2.5827,78.92290484,146.3432041,7527.5,
127.9795,7.4071,0.0994,2.587,76.2520523,140.6498106,7528,
125.1281,8.07,0.1008,2.5726,76.2110637,140.1677882,7528.5,
126.3153,8.3428,0.0993,2.5674,76.37791748,140.3303789,7529,
122.1633,8.3572,0.1003,2.5714,75.82268538,139.4835176,7529.5,
111.9494,8.1855,0.1089,2.5658,75.05735128,138.4124193,7530,
111.0326,6.9548,0.0988,2.5687,75.79347589,141.1490065,7530.5,
116.8802,5.9762,0.0958,2.5966,79.0756284,153.2552551,7531,
111.2055,5.3869,0.0897,2.6196,78.8461503,156.3647001,7531.5,
102.2304,5.0382,0.083,2.6209,77.93548892,155.4850919,7532,
104.0831,5.0102,0.0876,2.6203,78.28448427,156.0631149,7532.5,
105.7877,5.2698,0.0934,2.6246,78.16278033,155.5545908,7533,
98.4095,5.5245,0.0911,2.6316,76.89110465,153.2238931,7533.5,
89.9281,5.5534,0.0812,2.639,75.97696463,152.0443846,7534,
93.059,5.5033,0.0669,2.6351,75.93946881,152.063605,7534.5,
104.2918,5.1368,0.0648,2.6247,77.61059834,154.8028713,7535,
106.3398,5.0038,0.0696,2.6252,77.981066,155.4765888,7535.5,
95.3941,5.4265,0.0704,2.6382,76.17699163,152.5020662,7536,
87.4628,5.6722,0.0624,2.6517,75.0548333,150.6101874,7536.5,
90.1167,5.7315,0.0679,2.6593,75.21010767,150.7826287,7537,
100.5988,5.8001,0.086,2.6514,76.02662491,151.2781422,7537.5,
122.1016,5.847,0.1178,2.625,77.29648666,148.4864756,7538,
140.1572,6.1187,0.1244,2.6005,79.32921618,147.9199843,7538.5,
139.6399,6.5527,0.1226,2.5902,78.75138278,145.5631199,7539,
138.2349,6.5026,0.1231,2.5859,78.86068082,145.8440996,7539.5,
145.3606,6.0099,0.1212,2.5921,80.54611707,150.3979765,7540,
140.4108,5.865,0.1222,2.6184,79.44532653,149.9356238,7540.5,
117.7296,6.6205,0.0992,2.6441,73.39345891,139.1705151,7541,
91.8212,8.3331,0.0815,2.644,68.43008369,128.0567363,7541.5,
73.4649,10.5727,0.0664,2.6244,66.51183242,124.4052096,7542,
66.3919,11.6894,0.0613,2.6083,65.98592988,123.3908897,7542.5,
64.4147,11.6945,0.0569,2.6112,65.70768747,122.9101916,7543,
65.1688,10.6207,0.0581,2.6225,65.86493654,123.2707846,7543.5,
69.7113,9.5851,0.064,2.6262,66.47280761,124.4067059,7544,
74.4704,8.7886,0.0749,2.63,67.27900621,125.9709056,7544.5,
77.8997,7.9286,0.0785,2.6411,68.09766001,128.0890977,7545,
80.1766,7.4764,0.0769,2.6456,69.09842552,131.2227686,7545.5,
79.6155,7.5625,0.0752,2.6348,68.93398497,130.6595394,7546,
77.1052,8.1174,0.0731,2.6209,67.9442488,127.5573451,7546.5,
76.4857,8.6927,0.0758,2.6043,67.8910631,126.9029818,7547,
79.5381,8.7021,0.0829,2.5839,68.99182364,128.6083432,7547.5,
83.7887,7.6989,0.092,2.5854,70.15946675,131.2283388,7548,
89.3368,6.5481,0.0988,2.6092,73.01859032,140.628922,7548.5,
93.6986,6.1139,0.1054,2.6268,74.6368849,145.6654191,7549,
91.5799,6.1727,0.0966,2.6338,74.5252029,146.299247,7549.5,
81.5624,6.8699,0.0747,2.6334,71.93955383,140.1885677,7550,
70.2376,7.3055,0.0602,2.6338,70.40118148,136.9136121,7550.5,
68.6756,6.8515,0.0649,2.638,72.29108182,142.9118268,7551,
78.6964,6.1766,0.0748,2.6283,74.52559123,148.6299913,7551.5,
87.3101,5.7153,0.0783,2.6169,76.01841055,151.8407568,7552,
85.7548,5.6471,0.0804,2.6239,75.87090339,151.7341095,7552.5,
81.7217,5.8352,0.0747,2.6355,75.14257362,150.4420323,7553,
85.361,5.8983,0.0684,2.6378,75.07944195,150.3067039,7553.5,
87.3629,5.9983,0.0717,2.6339,75.15841203,150.1073033,7554,
79.6525,6.6332,0.0616,2.6324,73.39321624,145.7246187,7554.5,
70.8659,7.8115,0.0428,2.6388,68.79028231,132.6232794,7555,
66.292,8.69,0.0344,2.6502,66.02856779,124.597161,7555.5,
66.5703,8.8359,0.0388,2.6553,65.85146094,123.8822042,7556,
66.6714,8.8945,0.0403,2.6505,65.83706308,123.7342803,7556.5,
63.2678,10.1989,0.0332,2.635,65.03092789,121.7746147,7557,
64.914,11.6457,0.0359,2.6135,65.20433272,121.9137809,7557.5,
74.6746,11.702,0.0451,2.5967,66.69592488,124.2997429,7558,
87.5929,10.913,0.0614,2.5766,69.70966422,129.1723804,7558.5,
91.2275,10.4331,0.0702,2.562,71.29533671,131.7333859,7559,
85.3419,8.6677,0.0667,2.576,69.9527213,129.9613469,7559.5,
86.7356,7.0118,0.0686,2.6049,72.47465118,140.208086,7560,
93.4921,6.0185,0.0772,2.6229,75.7928093,150.6442958,7560.5,
95.0552,5.651,0.0803,2.6304,76.34779532,152.3919094,7561,
89.1023,6.0216,0.0647,2.6413,75.00153517,149.9914045,7561.5,
84.5619,6.5112,0.0507,2.6523,73.69510143,147.2715342,7562,
85.3721,6.6784,0.0529,2.6498,73.34700589,145.9355,7562.5,
86.418,6.672,0.0619,2.6479,73.24291172,145.0086071,7563,
88.0362,6.6988,0.0672,2.6525,72.95376285,143.7550922,7563.5,
88.7296,6.6078,0.0729,2.6503,73.1770242,144.0443937,7564,
87.2731,6.5279,0.0651,2.6503,73.66258365,146.1671411,7564.5,
86.9667,6.471,0.0579,2.6513,73.87989592,147.2815163,7565,
88.6219,6.3878,0.0636,2.6398,74.29846513,147.8454119,7565.5,
88.6129,6.4521,0.0625,2.6327,74.29243926,147.6049215,7566,
84.1681,6.8947,0.0605,2.6425,72.41132902,142.4645212,7566.5,
77.6011,7.6918,0.0464,2.6501,69.12052653,133.2271759,7567,
71.7401,8.5037,0.0398,2.6475,66.5296241,125.5781337,7567.5,
70.2634,8.6465,0.0392,2.6457,66.25561911,124.8128331,7568,
72.9756,8.0318,0.046,2.6504,67.7058906,128.9948447,7568.5,
76.0358,7.2652,0.0519,2.6567,70.88496899,138.8596331,7569,
77.8851,6.7627,0.0581,2.6607,72.7714164,144.5194197,7569.5,
82.5567,6.287,0.0717,2.6577,74.14258411,147.7690971,7570,
91.4341,5.9122,0.0743,2.6439,75.37153683,150.5393871,7570.5,
95.9878,5.8594,0.0779,2.6353,75.94119343,151.3388089,7571,
92.7111,6.5783,0.0627,2.6403,73.92513608,146.2337025,7571.5,
85.8738,7.656,0.0512,2.6496,69.19894348,132.5341767,7572,
78.5214,8.1519,0.0428,2.6557,67.44078939,128.013288,7572.5,
71.3339,8.3755,0.0464,2.6542,66.74251553,126.0414189,7573,
69.8021,8.2613,0.0425,2.6451,67.05080915,127.1952152,7573.5,
79.1341,7.6415,0.0481,2.6364,69.45987926,133.7819298,7574,
91.5115,6.9877,0.0593,2.6353,72.41886728,141.4234059,7574.5,
89.7138,7.2288,0.0609,2.6389,70.98557455,137.099085,7575,
74.8923,8.6744,0.033,2.6398,66.41655248,125.1042359,7575.5,
60.0618,11.203,0.0142,2.6397,64.14733207,120.128485,7576,
50.0364,13.3387,0.0081,2.643,63.25768515,118.5476066,7576.5,
48.8043,12.1414,0.0107,2.6461,63.49164899,119.0007867,7577,
55.0928,10.0508,0.0222,2.6441,64.43698124,120.795942,7577.5,
67.8642,8.2441,0.0321,2.636,67.41403184,128.8190199,7578,
80.9621,7.1022,0.056,2.6312,71.77830925,140.6045515,7578.5,
85.8535,6.9262,0.0669,2.6329,72.1560699,140.8464315,7579,
81.0485,7.6895,0.0533,2.6373,69.04444341,132.0409731,7579.5,
72.8466,8.546,0.0387,2.6381,66.58281521,125.534139,7580,
67.9764,8.6828,0.0384,2.6318,66.25712511,124.757256,7580.5,
64.5482,8.0918,0.0421,2.6262,67.68436051,129.2977521,7581,
63.3262,7.2908,0.0518,2.6247,70.93206644,139.4265263,7581.5,
70.407,6.0206,0.0614,2.6203,74.313855,149.0952878,7582,
84.8773,4.9467,0.0805,2.6148,76.4912642,153.2475943,7582.5,
99.058,4.3776,0.1007,2.617,78.56093153,156.9155826,7583,
114.3329,4.1037,0.1078,2.6156,80.74759448,160.5132377,7583.5,
122.9971,3.9277,0.0998,2.6072,82.39467617,162.9719115,7584,
110.145,4.7583,0.0767,2.614,79.32363402,157.681609,7584.5,
92.2477,6.1748,0.0533,2.6362,75.00473091,149.8792375,7585,
82.3794,7.6595,0.0467,2.6508,69.30137416,133.4296194,7585.5,
77.4744,8.2966,0.0472,2.6513,67.06675005,126.6131133,7586,
76.7787,8.9345,0.0452,2.6471,66.28241382,124.2828045,7586.5,
73.1799,9.9467,0.0428,2.6542,65.60312856,122.8508719,7587,
67.7262,10.0175,0.0376,2.666,65.19190863,122.1592776,7587.5,
70.288,8.4571,0.0411,2.6623,66.51928109,125.7205082,7588,
86.4393,6.7558,0.0664,2.6424,72.83056146,143.2973205,7588.5,
108.8837,5.4863,0.0915,2.6179,78.490094,155.555771,7589,
114.2061,4.92,0.0944,2.6121,80.19777372,159.0577038,7589.5,
94.9195,6.1851,0.0697,2.6304,75.34533323,149.7089925,7590,
77.1613,7.7322,0.0405,2.6418,69.31752989,133.9977819,7590.5,
79.0611,7.8905,0.0381,2.6394,68.78461703,132.1137328,7591,
87.2484,8.1416,0.0438,2.6479,67.84976332,128.3064607,7591.5,
83.7326,10.1686,0.0336,2.6586,65.70943426,122.9297121,7592,
73.1664,13.4498,0.008,2.6524,64.04912128,119.8367447,7592.5,
58.5345,15.8193,-0.01,2.6488,62.72404094,117.4739195,7593,
41.5922,15.7453,-0.0231,2.655,61.91988861,116.1075432,7593.5,
40.8998,11.6476,-0.0151,2.6499,62.73118704,117.6219776,7594,
65.419,7.5742,0.0173,2.6349,71.04624593,141.4111532,7594.5,
93.4809,6.4532,0.0375,2.6284,75.015843,149.6489055,7595,
94.1194,7.027,0.0256,2.6276,74.28802569,147.3134254,7595.5,
67.7969,11.7625,0.0017,2.6238,64.54787287,120.5836565,7596,
44.9788,19.2187,-0.0166,2.6157,62.11327723,116.2592512,7596.5,
